<class 'DQN.dqn.DQN'>
<DQN.dqn.DQN object at 0x148a70f10>
<class 'numpy.float64'> -0.7055709097224565 0.0
<class 'numpy.float64'> -1.7148849207413253 0.0
<class 'numpy.float64'> -1.8716682912764486 0.0
<class 'numpy.float64'> -0.2645773785595395 0.0
<class 'numpy.float64'> 0.1888551571107098 0.0
<class 'numpy.float64'> -0.019976073561592783 0.0
<class 'numpy.float64'> -0.8399984222086971 0.0
<class 'numpy.float64'> 0.25069574221467517 0.0
<class 'numpy.float64'> 0.5811456373542796 0.0
<class 'numpy.float64'> 0.15060783872508068 0.0
<class 'numpy.float64'> 1.577233139530091 0.0
<class 'numpy.float64'> 0.2005525778704407 0.0
<class 'numpy.float64'> -2.0099822141027617 0.0
<class 'numpy.float64'> -1.1839681551662693 0.0
<class 'numpy.float64'> -2.459018558461905 0.0
<class 'numpy.float64'> -0.5350201261325356 0.0
<class 'numpy.float64'> -0.6901362017940176 0.0
<class 'numpy.float64'> 2.847275328427213 0.0
<class 'numpy.float64'> -0.38899175975532674 0.0
<class 'numpy.float64'> -0.525538366556275 0.0
<class 'numpy.float64'> -1.7547542234245543 0.0
<class 'numpy.float64'> -1.2650723462585916 0.0
<class 'numpy.float64'> 2.4815472886823615 0.0
<class 'numpy.float64'> -0.6297041229654201 0.0
<class 'numpy.float64'> -1.789255190965206 0.0
<class 'numpy.float64'> -2.347303550019545 0.0
<class 'numpy.float64'> 0.6519654386631089 0.0
<class 'numpy.float64'> -2.5794699697614476 0.0
<class 'numpy.float64'> -2.538817878110534 0.0
<class 'numpy.float64'> -2.7871393802822113 0.0
<class 'numpy.float64'> -2.5338785112392643 0.0
<class 'numpy.float64'> -2.619429571254044 0.0
<class 'numpy.float64'> 1.1928562873753605 0.0
<class 'numpy.float64'> -2.777938963828632 0.0
<class 'numpy.float64'> -2.879927120798753 0.0
<class 'numpy.float64'> -2.8146666536490543 0.0
<class 'numpy.float64'> -2.6389807879349405 0.0
<class 'numpy.float64'> -2.406234169900641 0.0
<class 'numpy.float64'> -2.306926171739093 0.0
<class 'numpy.float64'> -2.2500864238318172 0.0
<class 'numpy.float64'> -2.41710524781402 0.0
<class 'numpy.float64'> 0.5345194038593035 0.0
<class 'numpy.float64'> -2.3697265733401878 0.0
<class 'numpy.float64'> -2.567618059539653 0.0
<class 'numpy.float64'> -2.751416461708344 0.0
<class 'numpy.float64'> -2.344166378663657 0.0
<class 'numpy.float64'> -2.153201355095631 0.0
<class 'numpy.float64'> 1.6942264361626485 0.0
<class 'numpy.float64'> -2.2611832609377984 0.0
<class 'numpy.float64'> -2.559530626722362 0.0
<class 'numpy.float64'> -2.375829019543346 0.0
